"name","city","link",
"Westfries Museum","Hoorn","https://www.museumkaart.nl/museum/Westfries+Museum.aspx",
"Museum de Kantfabriek","Horst","https://www.museumkaart.nl/museum/Museum+de+Kantfabriek.aspx",
"Huizer Museum","Huizen","https://www.museumkaart.nl/museum/Huizer+Museum.aspx",
"IJmuider Zee- en Havenmuseum","Ijmuiden","https://www.museumkaart.nl/museum/IJmuider+Zee-+en+Havenmuseum.aspx",
"mij | museum ijsselstein","Ijsselstein","https://www.museumkaart.nl/museum/mij+%7c+museum+ijsselstein.aspx",
"Museum Het Bolwerk","Ijzendijke","https://www.museumkaart.nl/museum/Museum+Het+Bolwerk.aspx",
"Museum Joure","Joure","https://www.museumkaart.nl/museum/Museum+Joure.aspx",
"Ikonenmuseum Kampen","Kampen","https://www.museumkaart.nl/museum/Ikonenmuseum+Kampen.aspx",
"Stedelijk Museum Kampen","Kampen","https://www.museumkaart.nl/museum/Stedelijk+Museum+Kampen.aspx",
"Fruitteeltmuseum","Kapelle","https://www.museumkaart.nl/museum/Fruitteeltmuseum.aspx",
"Katwijks Museum","Katwijk aan zee","https://www.museumkaart.nl/museum/Katwijks+Museum.aspx",
"Continium Discovery Center","Kerkrade","https://www.museumkaart.nl/museum/+Continium+Discovery+Center.aspx",
"Cube Design Museum","Kerkrade","https://www.museumkaart.nl/museum/Cube+Design+Museum.aspx",
"Nationaal Vlasserij-Suikermuseum","Klundert","https://www.museumkaart.nl/museum/Nationaal+Vlasserij-Suikermuseum.aspx",
"Molenmuseum","Koog aan de zaan","https://www.museumkaart.nl/museum/Molenmuseum.aspx",
"Kazemattenmuseum Kornwerderzand","Kornwerderzand","https://www.museumkaart.nl/museum/Kazemattenmuseum+Kornwerderzand.aspx",
"Streekmuseum Krimpenerwaard","Krimpen a/d ijssel","https://www.museumkaart.nl/museum/Streekmuseum+Krimpenerwaard.aspx",
"Huis Verwolde","Laren","https://www.museumkaart.nl/museum/Huis+Verwolde.aspx",
"Geologisch Museum Hofland","Laren","https://www.museumkaart.nl/museum/Geologisch+Museum+Hofland.aspx",
"Singer Laren","Laren (nh)","https://www.museumkaart.nl/museum/Singer+Laren.aspx",
"Museum Nienoord","Leek","https://www.museumkaart.nl/museum/Museum+Nienoord.aspx",
"Landgoed Verhildersum Leens","Leens","https://www.museumkaart.nl/museum/Landgoed+Verhildersum+Leens.aspx",
"Nationaal Glasmuseum","Leerdam","https://www.museumkaart.nl/museum/Nationaal+Glasmuseum.aspx",
"Fries Museum","Leeuwarden","https://www.museumkaart.nl/museum/Fries+Museum.aspx",
"Verzetsmuseum Friesland","Leeuwarden","https://www.museumkaart.nl/museum/Verzetsmuseum+Friesland.aspx",
"Keramiekmuseum Princessehof","Leeuwarden","https://www.museumkaart.nl/museum/Keramiekmuseum+Princessehof.aspx",
"Natuurmuseum Fryslân","Leeuwarden","https://www.museumkaart.nl/museum/Natuurmuseum+Frysl%c3%a2n.aspx",
"Fries Landbouwmuseum","Leeuwarden (goutum)","https://www.museumkaart.nl/museum/Fries+Landbouwmuseum.aspx",
"Museum De Lakenhal","Leiden","https://www.museumkaart.nl/museum/Museum+De+Lakenhal.aspx",
"Hortus Botanicus Leiden","Leiden","https://www.museumkaart.nl/museum/Hortus+Botanicus+Leiden.aspx",
"Japanmuseum SieboldHuis","Leiden","https://www.museumkaart.nl/museum/Japanmuseum+SieboldHuis.aspx",
"Molenmuseum De Valk","Leiden","https://www.museumkaart.nl/museum/Molenmuseum+De+Valk.aspx",
"Museum Volkenkunde","Leiden","https://www.museumkaart.nl/museum/Museum+Volkenkunde.aspx",
"Naturalis","Leiden","https://www.museumkaart.nl/museum/Naturalis.aspx",
"Rijksmuseum Boerhaave","Leiden","https://www.museumkaart.nl/museum/Rijksmuseum+Boerhaave.aspx",
"Rijksmuseum van Oudheden","Leiden","https://www.museumkaart.nl/museum/Rijksmuseum+van+Oudheden.aspx",
"Batavialand","Lelystad","https://www.museumkaart.nl/museum/Batavialand.aspx",
"Aviodrome","Lelystad","https://www.museumkaart.nl/museum/Aviodrome.aspx",
"Museum De Zwarte Tulp","Lisse","https://www.museumkaart.nl/museum/Museum+De+Zwarte+Tulp.aspx",
"Kasteel Museum Sypesteyn","Loosdrecht","https://www.museumkaart.nl/museum/Kasteel+Museum+Sypesteyn.aspx",
"Vechtstreek Museum","Maarssen","https://www.museumkaart.nl/museum/Vechtstreek+Museum.aspx",
"Museum Maassluis","Maassluis","https://www.museumkaart.nl/museum/Museum+Maassluis.aspx",
"Nationaal Sleepvaart Museum","Maassluis","https://www.museumkaart.nl/museum/Nationaal+Sleepvaart+Museum.aspx",
"Bonnefantenmuseum","Maastricht","https://www.museumkaart.nl/museum/Bonnefantenmuseum.aspx",
"Bureau Europa","Maastricht","https://www.museumkaart.nl/museum/Bureau+Europa.aspx",
"Marres Maastricht","Maastricht","https://www.museumkaart.nl/museum/Marres+Maastricht.aspx",
"Museum aan het Vrijthof","Maastricht","https://www.museumkaart.nl/museum/Museum+aan+het+Vrijthof.aspx",
"Natuurhistorisch Museum Maastricht","Maastricht","https://www.museumkaart.nl/museum/Natuurhistorisch+Museum+Maastricht.aspx",
"Marker Museum","Marken","https://www.museumkaart.nl/museum/Marker+Museum.aspx",
"Bakkerijmuseum De Oude Bakkerij","Medemblik","https://www.museumkaart.nl/museum/Bakkerijmuseum+De+Oude+Bakkerij.aspx",
"Kasteel Radboud","Medemblik","https://www.museumkaart.nl/museum/Kasteel+Radboud.aspx",
"Nederlands Stoommachinemuseum","Medemblik","https://www.museumkaart.nl/museum/Nederlands+Stoommachinemuseum.aspx",
"Museum de Locht","Melderslo","https://www.museumkaart.nl/museum/Museum+de+Locht.aspx",
"Drukkerijmuseum Meppel","Meppel","https://www.museumkaart.nl/museum/Drukkerijmuseum+Meppel.aspx",
"Vleeshal","Middelburg","https://www.museumkaart.nl/museum/Vleeshal.aspx",
"Zeeuws Museum","Middelburg","https://www.museumkaart.nl/museum/Zeeuws+Museum.aspx",
"Agrarisch Museum Westerhem","Middenbeemster","https://www.museumkaart.nl/museum/Agrarisch+Museum+Westerhem.aspx",
"Betje Wolff Museum","Middenbeemster","https://www.museumkaart.nl/museum/Betje+Wolff+Museum.aspx",
"t Fiskershúske","Moddergat","https://www.museumkaart.nl/museum/%27t+Fiskersh%c3%baske.aspx",
"Waterlandsmuseum de Speeltoren","Monnickendam","https://www.museumkaart.nl/museum/Waterlandsmuseum+de+Speeltoren.aspx",
"Forteiland Pampus","Muiden","https://www.museumkaart.nl/museum/Forteiland+Pampus.aspx",
"Rijksmuseum Muiderslot","Muiden","https://www.museumkaart.nl/museum/Rijksmuseum+Muiderslot.aspx",
"Comenius Museum","Naarden","https://www.museumkaart.nl/museum/Comenius+Museum.aspx",
"Het Nederlands Vestingmuseum","Naarden","https://www.museumkaart.nl/museum/Het+Nederlands+Vestingmuseum.aspx",
"Weegschaal Museum Naarden","Naarden-vesting","https://www.museumkaart.nl/museum/Weegschaal+Museum+Naarden.aspx",
"Openluchtmuseum Eynderhoof","Nederweert - eind","https://www.museumkaart.nl/museum/Openluchtmuseum+Eynderhoof.aspx",
"Natuurcentrum Ameland","Nes-ameland","https://www.museumkaart.nl/museum/Natuurcentrum+Ameland.aspx",
"Collectie Brands","Nieuw dordrecht","https://www.museumkaart.nl/museum/Collectie+Brands.aspx",
"Bevrijdingsmuseum Zeeland","Nieuwdorp (borsele)","https://www.museumkaart.nl/museum/Bevrijdingsmuseum+Zeeland.aspx",
"Museum Nijkerk","Nijkerk","https://www.museumkaart.nl/museum/Museum+Nijkerk.aspx",
"De Bastei","Nijmegen","https://www.museumkaart.nl/museum/De+Bastei.aspx",
"Museum Het Valkhof","Nijmegen","https://www.museumkaart.nl/museum/Museum+Het+Valkhof.aspx",
"Museum Noordwijk","Noordwijk","https://www.museumkaart.nl/museum/Museum+Noordwijk.aspx",
"Space Expo","Noordwijk","https://www.museumkaart.nl/museum/Space+Expo.aspx",
"Streekmuseum Veldzicht","Noordwijk","https://www.museumkaart.nl/museum/Streekmuseum+Veldzicht.aspx",
"Nationaal Vlechtmuseum","Noordwolde","https://www.museumkaart.nl/museum/Nationaal+Vlechtmuseum.aspx",
"Noord-Veluws Museum","Nunspeet","https://www.museumkaart.nl/museum/Noord-Veluws+Museum.aspx",
"Museum De Vier Quartieren","Oirschot","https://www.museumkaart.nl/museum/Museum+De+Vier+Quartieren.aspx",
"Boerderijmuseum ''De Bovenstreek''","Oldebroek","https://www.museumkaart.nl/museum/Boerderijmuseum+%27%27De+Bovenstreek%27%27.aspx",
"Het Palthe Huis","Oldenzaal","https://www.museumkaart.nl/museum/Het+Palthe+Huis.aspx",
"Museum de Pelgrim","Oldenzaal","https://www.museumkaart.nl/museum/Museum+de+Pelgrim.aspx",
"Nationaal Tinnen Figuren Museum","Ommen","https://www.museumkaart.nl/museum/Nationaal+Tinnen+Figuren+Museum.aspx",
"Airborne Museum 'Hartenstein'","Oosterbeek","https://www.museumkaart.nl/museum/Airborne+Museum+%27Hartenstein%27.aspx",
"Brabants Museum Oud Oosterhout","Oosterhout","https://www.museumkaart.nl/museum/Brabants+Museum+Oud+Oosterhout.aspx",
"Speelgoed en Carnavalsmuseum Op Stelten","Oosterhout","https://www.museumkaart.nl/museum/Speelgoed+en+Carnavalsmuseum+Op+Stelten.aspx",
"Museum Terra Maris","Oostkapelle","https://www.museumkaart.nl/museum/Museum+Terra+Maris.aspx",
"Openluchtmuseum Ootmarsum","Ootmarsum","https://www.museumkaart.nl/museum/Openluchtmuseum+Ootmarsum.aspx",
"Museum Jan Cunen","Oss","https://www.museumkaart.nl/museum/Museum+Jan+Cunen.aspx",
"Kröller-Müller Museum","Otterlo","https://www.museumkaart.nl/museum/Kr%c3%b6ller-M%c3%bcller+Museum.aspx",
"Nederlands Tegelmuseum","Otterlo","https://www.museumkaart.nl/museum/Nederlands+Tegelmuseum.aspx",
"Slot Zuylen","Oud-zuilen","https://www.museumkaart.nl/museum/Slot+Zuylen.aspx",
"Nederlands Zouavenmuseum","Oudenbosch","https://www.museumkaart.nl/museum/Nederlands+Zouavenmuseum.aspx",
"Museum Kaap Skil","Oudeschild"," texel","https://www.museumkaart.nl/museum/Museum+Kaap+Skil.aspx"
"Heksenwaag","Oudewater","https://www.museumkaart.nl/museum/Heksenwaag.aspx",
"Touwmuseum 'De Baanschuur'","Oudewater","https://www.museumkaart.nl/museum/Touwmuseum+%27De+Baanschuur%27.aspx",
"Watersnoodmuseum","Ouwerkerk","https://www.museumkaart.nl/museum/Watersnoodmuseum.aspx",
"Oorlogsmuseum Overloon","Overloon","https://www.museumkaart.nl/museum/Oorlogsmuseum+Overloon.aspx",
"Slot Loevestein","Poederoijen","https://www.museumkaart.nl/museum/Slot+Loevestein.aspx",
"Purmerends Museum","Purmerend","https://www.museumkaart.nl/museum/Purmerends+Museum.aspx",
"Museum 'De Tien Malen'","Putten","https://www.museumkaart.nl/museum/Museum+%27De+Tien+Malen%27.aspx",
"Het Spinozahuis","Rijnsburg","https://www.museumkaart.nl/museum/Het+Spinozahuis.aspx",
"Rijssens Museum","Rijssen","https://www.museumkaart.nl/museum/Rijssens+Museum.aspx",
"Museum Rijswijk","Rijswijk","https://www.museumkaart.nl/museum/Museum+Rijswijk.aspx",
"Speelgoedmuseum Kinderwereld Roden","Roden","https://www.museumkaart.nl/museum/Speelgoedmuseum+Kinderwereld+Roden.aspx",
"Het Cuypershuis","Roermond","https://www.museumkaart.nl/museum/Het+Cuypershuis.aspx",
"Tongerlohuys","Roosendaal","https://www.museumkaart.nl/museum/Tongerlohuys.aspx",
"Belasting & Douane Museum","Rotterdam","https://www.museumkaart.nl/museum/Belasting+%26+Douane+Museum.aspx",
"Chabot Museum","Rotterdam","https://www.museumkaart.nl/museum/Chabot+Museum.aspx",
"Feyenoord Museum","Rotterdam","https://www.museumkaart.nl/museum/Feyenoord+Museum.aspx",
"Natuurhistorisch Museum Rotterdam","Rotterdam","https://www.museumkaart.nl/museum/Natuurhistorisch+Museum+Rotterdam.aspx",
"Het Nieuwe Instituut","Rotterdam","https://www.museumkaart.nl/museum/Het+Nieuwe+Instituut.aspx",
"Kunsthal Rotterdam","Rotterdam","https://www.museumkaart.nl/museum/Kunsthal++Rotterdam.aspx",
"Mariniersmuseum","Rotterdam","https://www.museumkaart.nl/museum/Mariniersmuseum.aspx",
"Maritiem Museum Rotterdam","Rotterdam","https://www.museumkaart.nl/museum/Maritiem+Museum+Rotterdam.aspx",
"Museum Boijmans Van Beuningen","Rotterdam","https://www.museumkaart.nl/museum/Museum+Boijmans+Van+Beuningen.aspx",
"Museum Rotterdam","Rotterdam","https://www.museumkaart.nl/museum/Museum+Rotterdam+.aspx",
"Museum Rotterdam ’40-’45 NU","Rotterdam","https://www.museumkaart.nl/museum/Museum+Rotterdam+%e2%80%9940-%e2%80%9945+NU.aspx",
"Nederlands Fotomuseum","Rotterdam","https://www.museumkaart.nl/museum/Nederlands+Fotomuseum.aspx",
"TENT","Rotterdam","https://www.museumkaart.nl/museum/TENT.aspx",
"Trompenburg Tuinen & Arboretum","Rotterdam","https://www.museumkaart.nl/museum/Trompenburg+Tuinen+%26+Arboretum.aspx",
"Wereldmuseum Rotterdam","Rotterdam","https://www.museumkaart.nl/museum/Wereldmuseum+Rotterdam.aspx",
"Witte de With"," Hedendaagse Kunst","Rotterdam","https://www.museumkaart.nl/museum/Witte+de+With%2c+Hedendaagse+Kunst.aspx"
"Kasteel Rosendael","Rozendaal","https://www.museumkaart.nl/museum/Kasteel+Rosendael.aspx",
"Museum MORE | Kasteel Ruurlo","Ruurlo","https://www.museumkaart.nl/museum/Museum+MORE+%7c+Kasteel+Ruurlo.aspx",
"Kasteel Huis Bergh","s heerenberg","https://www.museumkaart.nl/museum/Kasteel+Huis+Bergh.aspx",
"Design Museum Den Bosch","s hertogenbosch","https://www.museumkaart.nl/museum/Design+Museum+Den+Bosch.aspx",
"Het Noordbrabants Museum","s hertogenbosch","https://www.museumkaart.nl/museum/Het+Noordbrabants+Museum.aspx",
"Museum Slager","s hertogenbosch","https://www.museumkaart.nl/museum/Museum+Slager.aspx",
"Industrieel Museum Zeeland","Sas van gent","https://www.museumkaart.nl/museum/Industrieel+Museum+Zeeland.aspx",
"Museummolen Schermerhorn","Schermerhorn","https://www.museumkaart.nl/museum/Museummolen+Schermerhorn.aspx",
"Muzee Scheveningen","Scheveningen","https://www.museumkaart.nl/museum/Muzee+Scheveningen.aspx",
"Museummolen en molenwinkel De Walvisch","Schiedam","https://www.museumkaart.nl/museum/Museummolen+en+molenwinkel+De+Walvisch.aspx",
"Jenevermuseum","Schiedam","https://www.museumkaart.nl/museum/Jenevermuseum.aspx",
"Stedelijk Museum Schiedam","Schiedam","https://www.museumkaart.nl/museum/Stedelijk+Museum+Schiedam.aspx",
"Museum Jan Heestershuis","Schijndel","https://www.museumkaart.nl/museum/Museum+Jan+Heestershuis.aspx",
"Museum Schokland","Schokland","https://www.museumkaart.nl/museum/Museum+Schokland.aspx",
"Nederlands Zilvermuseum","Schoonhoven","https://www.museumkaart.nl/museum/Nederlands+Zilvermuseum.aspx",
"Streekmuseum ""De Meestoof""","Sint-annaland","https://www.museumkaart.nl/museum/Streekmuseum+%22De+Meestoof%22.aspx",
"Museum van Brabantse Mutsen en Poffers","Sint-oedenrode","https://www.museumkaart.nl/museum/Museum+van+Brabantse+Mutsen+en+Poffers.aspx",
"Museum De Domijnen"," afdeling Hedendaagse Kunst","Sittard","https://www.museumkaart.nl/museum/Museum+De+Domijnen%2c+afdeling+Hedendaagse+Kunst.aspx"
"Nationaal Baggermuseum","Sliedrecht","https://www.museumkaart.nl/museum/Nationaal+Baggermuseum.aspx",
"De Fraeylemaborg","Slochteren","https://www.museumkaart.nl/museum/De+Fraeylemaborg.aspx",
"Museum Stedhûs Sleat","Sloten","https://www.museumkaart.nl/museum/Museum+Stedh%c3%bbs+Sleat.aspx",
"Fries Scheepvaartmuseum","Sneek","https://www.museumkaart.nl/museum/Fries+Scheepvaartmuseum.aspx",
"Nationaal Modelspoor Museum","Sneek","https://www.museumkaart.nl/museum/Nationaal+Modelspoor+Museum.aspx",
"Nationaal Militair Museum","Soest","https://www.museumkaart.nl/museum/Nationaal+Militair+Museum.aspx",
"Kermis- en Circusmuseum","Steenwijk","https://www.museumkaart.nl/museum/Kermis-+en+Circusmuseum.aspx",
"Museum Collectie Krop","Steenwijk","https://www.museumkaart.nl/museum/Museum+Collectie+Krop.aspx",
"Stadsmuseum Steenwijk","Steenwijk","https://www.museumkaart.nl/museum/Stadsmuseum+Steenwijk.aspx",
"Streekmuseum Stevensweert Ohé en Laak","Stevensweert","https://www.museumkaart.nl/museum/Streekmuseum+Stevensweert+Oh%c3%a9+en+Laak.aspx",
"Keramiekcentrum Tiendschuur Tegelen","Tegelen","https://www.museumkaart.nl/museum/Keramiekcentrum+Tiendschuur+Tegelen.aspx",
"Klooster Ter Apel","Ter apel","https://www.museumkaart.nl/museum/Klooster+Ter+Apel.aspx",
"Museum 't Behouden Huys","Terschelling-west","https://www.museumkaart.nl/museum/Museum+%27t+Behouden+Huys.aspx",
"Gemeentemuseum Het Land van Thorn","Thorn","https://www.museumkaart.nl/museum/Gemeentemuseum+Het+Land+van+Thorn.aspx",
"Museum Abdijkerk","Thorn","https://www.museumkaart.nl/museum/Museum+Abdijkerk.aspx",
"Flipje en Streekmuseum Tiel","Tiel","https://www.museumkaart.nl/museum/Flipje+en+Streekmuseum+Tiel.aspx",
"De Pont museum","Tilburg","https://www.museumkaart.nl/museum/De+Pont+museum.aspx",
"Natuurmuseum Brabant","Tilburg","https://www.museumkaart.nl/museum/Natuurmuseum+Brabant.aspx",
"TextielMuseum","Tilburg","https://www.museumkaart.nl/museum/TextielMuseum.aspx",
"Museum voor Religieuze Kunst","Uden","https://www.museumkaart.nl/museum/Museum+voor+Religieuze+Kunst.aspx",
"Museum Menkemaborg","Uithuizen","https://www.museumkaart.nl/museum/Museum+Menkemaborg.aspx",
"Het Oude Raadhuis Urk","Urk","https://www.museumkaart.nl/museum/Het+Oude+Raadhuis+Urk.aspx",
"BAK"," basis voor actuele kunst","Utrecht","https://www.museumkaart.nl/museum/BAK%2c+basis+voor+actuele+kunst.aspx"
"Botanische Tuinen Utrecht","Utrecht","https://www.museumkaart.nl/museum/Botanische+Tuinen+Utrecht.aspx",
"Centraal Museum","Utrecht","https://www.museumkaart.nl/museum/Centraal+Museum.aspx",
"Spoorwegmuseum","Utrecht","https://www.museumkaart.nl/museum/Spoorwegmuseum.aspx",
"Museum Catharijneconvent","Utrecht","https://www.museumkaart.nl/museum/Museum+Catharijneconvent.aspx",
"Museum Speelklok","Utrecht","https://www.museumkaart.nl/museum/Museum+Speelklok.aspx",
"Museum Sterrenwacht Sonnenborgh","Utrecht","https://www.museumkaart.nl/museum/Museum+Sterrenwacht+Sonnenborgh.aspx",
"Nederlands Volksbuurtmuseum","Utrecht","https://www.museumkaart.nl/museum/Nederlands+Volksbuurtmuseum.aspx",
"nijntje museum","Utrecht","https://www.museumkaart.nl/museum/nijntje+museum.aspx",
"Universiteitsmuseum Utrecht","Utrecht","https://www.museumkaart.nl/museum/Universiteitsmuseum+Utrecht.aspx",
"Kasteel Cannenburch","Vaassen","https://www.museumkaart.nl/museum/Kasteel+Cannenburch.aspx",
"Kasteelruïne - Fluweelengrot Valkenburg","Valkenburg","https://www.museumkaart.nl/museum/Kasteelru%c3%afne+-+Fluweelengrot+Valkenburg.aspx",
"Museum Romeinse Katakomben","Valkenburg a/d geul","https://www.museumkaart.nl/museum/Museum+Romeinse+Katakomben.aspx",
"Museum Land van Valkenburg","Valkenburg lb","https://www.museumkaart.nl/museum/Museum+Land+van+Valkenburg.aspx",
"Nederlands Steendrukmuseum","Valkenswaard","https://www.museumkaart.nl/museum/Nederlands+Steendrukmuseum.aspx",
"Valkerij en Sigarenmakerij Museum","Valkenswaard","https://www.museumkaart.nl/museum/Valkerij+en+Sigarenmakerij+Museum.aspx",
"Veenkoloniaal Museum","Veendam","https://www.museumkaart.nl/museum/Veenkoloniaal+Museum.aspx",
"Museum Veenendaal","Veenendaal","https://www.museumkaart.nl/museum/Museum+Veenendaal.aspx",
"Nationaal Gevangenismuseum","Veenhuizen","https://www.museumkaart.nl/museum/Nationaal+Gevangenismuseum.aspx",
"Museum Veere Museum De Schotse Huizen","Veere","https://www.museumkaart.nl/museum/Museum+Veere++Museum+De+Schotse+Huizen.aspx",
"Museum Veere Stadhuismuseum","Veere","https://www.museumkaart.nl/museum/Museum+Veere+Stadhuismuseum.aspx",
"Museum 't Oude Slot","Veldhoven","https://www.museumkaart.nl/museum/Museum+%27t+Oude+Slot.aspx",
"Gelders Geologisch Museum","Velp","https://www.museumkaart.nl/museum/Gelders+Geologisch+Museum.aspx",
"Limburgs Museum","Venlo","https://www.museumkaart.nl/museum/Limburgs+Museum.aspx",
"Museum van Bommel van Dam","Venlo","https://www.museumkaart.nl/museum/Museum+van+Bommel+van+Dam.aspx",
"Venrays Museum","Venray","https://www.museumkaart.nl/museum/Venrays+Museum.aspx",
"Stedelijk Museum Vianen","Vianen ut","https://www.museumkaart.nl/museum/Stedelijk+Museum+Vianen.aspx",
"Kunstfort bij Vijfhuizen","Vijfhuizen","https://www.museumkaart.nl/museum/Kunstfort+bij+Vijfhuizen.aspx",
"Museum Vlaardingen","Vlaardingen","https://www.museumkaart.nl/museum/Museum+Vlaardingen.aspx",
"Miramar Zeemuseum","Vledder","https://www.museumkaart.nl/museum/Miramar+Zeemuseum.aspx",
"Museum Tromp's Huys","Vlieland","https://www.museumkaart.nl/museum/Museum+Tromp%27s+Huys.aspx",
"Zeeuws Maritiem MuZEEum","Vlissingen","https://www.museumkaart.nl/museum/Zeeuws+Maritiem+MuZEEum.aspx",
"Volendams Museum","Volendam","https://www.museumkaart.nl/museum/Volendams+Museum.aspx",
"Huygens' Hofwijck","Voorburg","https://www.museumkaart.nl/museum/Huygens%27+Hofwijck.aspx",
"Museum Swaensteyn","Voorburg","https://www.museumkaart.nl/museum/Museum+Swaensteyn.aspx",
"Kasteel Duivenvoorde","Voorschoten","https://www.museumkaart.nl/museum/Kasteel+Duivenvoorde.aspx",
"Heiligenbeeldenmuseum","Vorden","https://www.museumkaart.nl/museum/Heiligenbeeldenmuseum.aspx",
"Geniemuseum","Vught","https://www.museumkaart.nl/museum/Geniemuseum.aspx",
"Nationaal Monument Kamp Vught","Vught","https://www.museumkaart.nl/museum/Nationaal+Monument+Kamp+Vught.aspx",
"De Casteelse Poort","Wageningen","https://www.museumkaart.nl/museum/De+Casteelse+Poort.aspx",
"Openluchtmuseum Het Hoogeland","Warffum","https://www.museumkaart.nl/museum/Openluchtmuseum+Het+Hoogeland.aspx",
"Museum Weesp","Weesp","https://www.museumkaart.nl/museum/Museum+Weesp.aspx",
"Biesbosch MuseumEiland","Werkendam","https://www.museumkaart.nl/museum/Biesbosch+MuseumEiland.aspx",
"Museum Kasteel Wijchen","Wijchen","https://www.museumkaart.nl/museum/Museum+Kasteel+Wijchen.aspx",
"Museum Dorestad","Wijk bij duurstede","https://www.museumkaart.nl/museum/Museum+Dorestad.aspx",
"Stadsmuseum Woerden","Woerden","https://www.museumkaart.nl/museum/Stadsmuseum+Woerden.aspx",
"Jopie Huisman Museum","Workum","https://www.museumkaart.nl/museum/Jopie+Huisman+Museum.aspx",
"Warkums Erfskip","Workum","https://www.museumkaart.nl/museum/Warkums+Erfskip.aspx",
"De Kuiperij","Zaandam","https://www.museumkaart.nl/museum/De+Kuiperij.aspx",
"Czaar Peterhuisje","Zaandam","https://www.museumkaart.nl/museum/Czaar+Peterhuisje.aspx",
"Museum Zaanse Tijd","Zaandam","https://www.museumkaart.nl/museum/Museum+Zaanse+Tijd.aspx",
"Wevershuis","Zaandam","https://www.museumkaart.nl/museum/Wevershuis.aspx",
"Zaans Museum","Zaandam","https://www.museumkaart.nl/museum/Zaans+Museum.aspx",
"Stadskasteel Zaltbommel","Zaltbommel","https://www.museumkaart.nl/museum/Stadskasteel+Zaltbommel.aspx",
"Zandvoorts Museum","Zandvoort","https://www.museumkaart.nl/museum/Zandvoorts+Museum.aspx",
"Liemers Museum","Zevenaar","https://www.museumkaart.nl/museum/Liemers+Museum.aspx",
"Stadhuismuseum Zierikzee","Zierikzee","https://www.museumkaart.nl/museum/Stadhuismuseum+Zierikzee.aspx",
"Stadsmuseum Zoetermeer","Zoetermeer","https://www.museumkaart.nl/museum/Stadsmuseum+Zoetermeer.aspx",
"Visserijmuseum Zoutkamp","Zoutkamp","https://www.museumkaart.nl/museum/Visserijmuseum+Zoutkamp.aspx",
"Museum De Wemme","Zuidwolde","https://www.museumkaart.nl/museum/Museum+De+Wemme.aspx",
"Vincent van GoghHuis","Zundert","https://www.museumkaart.nl/museum/Vincent+van+GoghHuis.aspx",
"Musea Zutphen","Zutphen","https://www.museumkaart.nl/museum/Musea+Zutphen.aspx",
"Schoonewelle Mus. voor Natuur en Ambacht","Zwartsluis","https://www.museumkaart.nl/museum/Schoonewelle+Mus.+voor+Natuur+en+Ambacht.aspx",
"Museum de Fundatie","Zwolle","https://www.museumkaart.nl/museum/Museum+de+Fundatie.aspx",
